72,UA,409,DEN,4-8pm,Tue,May,279,115,1
73,UA,511,ORD,8-Noon,Tue,May,158,0,0
74,UA,667,ORD,4-8am,Tue,May,143,-2,0
75,UA,669,ORD,4-8am,Tue,May,150,-2,0
76,UA,673,ORD,8-Noon,Tue,May,158,1,0
77,UA,679,ORD,Noon-4pm,Tue,May,160,-2,0
78,UA,681,ORD,Noon-4pm,Tue,May,160,-6,0
79,UA,683,ORD,Noon-4pm,Tue,May,163,96,1
80,UA,685,ORD,Noon-4pm,Tue,May,160,0,0
81,UA,689,ORD,4-8pm,Tue,May,160,15,0
82,UA,691,ORD,4-8pm,Tue,May,160,68,1
83,UA,693,ORD,4-8pm,Tue,May,163,60,1
84,UA,695,ORD,8-Mid,Tue,May,160,31,1
85,UA,745,DEN,Noon-4pm,Tue,May,277,80,1
86,UA,835,ORD,8-Noon,Tue,May,160,25,0
87,UA,847,IAD,4-8pm,Tue,May,92,79,1
88,UA,403,DEN,4-8am,Wed,May,281,-1,0
89,UA,405,DEN,8-Noon,Wed,May,277,105,1
90,UA,409,DEN,4-8pm,Wed,May,279,10,0
91,UA,511,ORD,8-Noon,Wed,May,158,0,0
92,UA,667,ORD,4-8am,Wed,May,143,-6,0
93,UA,669,ORD,4-8am,Wed,May,150,-5,0
94,UA,673,ORD,8-Noon,Wed,May,158,-4,0
95,UA,677,ORD,8-Noon,Wed,May,160,-2,0
96,UA,679,ORD,Noon-4pm,Wed,May,160,-2,0
97,UA,681,ORD,Noon-4pm,Wed,May,160,54,1
98,UA,683,ORD,Noon-4pm,Wed,May,163,0,0
99,UA,685,ORD,Noon-4pm,Wed,May,160,45,1
100,UA,687,ORD,4-8pm,Wed,May,160,73,1
101,UA,689,ORD,4-8pm,Wed,May,160,98,1
102,UA,691,ORD,4-8pm,Wed,May,160,118,1
103,UA,693,ORD,4-8pm,Wed,May,160,0,0
104,UA,695,ORD,8-Mid,Wed,May,160,0,0
105,UA,745,DEN,Noon-4pm,Wed,May,277,39,1
106,UA,835,ORD,8-Noon,Wed,May,160,-7,0
107,UA,847,IAD,4-8pm,Wed,May,92,100,1
108,UA,403,DEN,4-8am,Thu,May,281,-4,0
109,UA,405,DEN,8-Noon,Thu,May,277,62,1
110,UA,409,DEN,4-8pm,Thu,May,279,20,0
111,UA,511,ORD,8-Noon,Thu,May,158,0,0
112,UA,667,ORD,4-8am,Thu,May,143,-4,0
113,UA,669,ORD,4-8am,Thu,May,150,-3,0
114,UA,673,ORD,8-Noon,Thu,May,158,0,0
115,UA,677,ORD,8-Noon,Thu,May,160,67,1
116,UA,679,ORD,Noon-4pm,Thu,May,160,48,1
117,UA,681,ORD,Noon-4pm,Thu,May,160,9,0
118,UA,683,ORD,Noon-4pm,Thu,May,163,245,1
119,UA,685,ORD,Noon-4pm,Thu,May,160,0,0
120,UA,687,ORD,4-8pm,Thu,May,160,9,0
121,UA,689,ORD,4-8pm,Thu,May,160,140,1
122,UA,691,ORD,4-8pm,Thu,May,160,105,1
123,UA,693,ORD,4-8pm,Thu,May,160,115,1
124,UA,695,ORD,8-Mid,Thu,May,160,121,1
125,UA,745,DEN,Noon-4pm,Thu,May,277,8,0
126,UA,835,ORD,8-Noon,Thu,May,160,0,0
127,UA,847,IAD,4-8pm,Thu,May,92,83,1
128,UA,403,DEN,4-8am,Fri,May,281,-4,0
129,UA,405,DEN,8-Noon,Fri,May,277,47,1
130,UA,409,DEN,4-8pm,Fri,May,279,-2,0
131,UA,511,ORD,8-Noon,Fri,May,158,-6,0
132,UA,667,ORD,4-8am,Fri,May,143,-10,0
133,UA,669,ORD,4-8am,Fri,May,150,-2,0
134,UA,673,ORD,8-Noon,Fri,May,158,-2,0
135,UA,677,ORD,8-Noon,Fri,May,160,0,0
136,UA,679,ORD,Noon-4pm,Fri,May,160,-5,0
137,UA,681,ORD,Noon-4pm,Fri,May,160,-10,0
138,UA,683,ORD,Noon-4pm,Fri,May,163,-5,0
139,UA,685,ORD,Noon-4pm,Fri,May,160,-6,0
140,UA,687,ORD,4-8pm,Fri,May,160,-5,0
141,UA,689,ORD,4-8pm,Fri,May,160,19,0
142,UA,691,ORD,4-8pm,Fri,May,160,-2,0
143,UA,693,ORD,4-8pm,Fri,May,160,-9,0
144,UA,695,ORD,8-Mid,Fri,May,160,-8,0
145,UA,745,DEN,Noon-4pm,Fri,May,277,-6,0
146,UA,835,ORD,8-Noon,Fri,May,160,-4,0
147,UA,847,IAD,4-8pm,Fri,May,92,14,0
148,UA,403,DEN,4-8am,Sat,May,280,-5,0
149,UA,405,DEN,8-Noon,Sat,May,274,6,0
150,UA,511,ORD,8-Noon,Sat,May,158,0,0
151,UA,669,ORD,4-8am,Sat,May,160,-1,0
152,UA,677,ORD,8-Noon,Sat,May,163,159,1
153,UA,681,ORD,Noon-4pm,Sat,May,160,-11,0
154,UA,683,ORD,Noon-4pm,Sat,May,146,6,0
155,UA,689,ORD,4-8pm,Sat,May,160,-6,0
156,UA,691,ORD,4-8pm,Sat,May,158,-4,0
157,UA,745,DEN,Noon-4pm,Sat,May,259,32,1
158,UA,835,ORD,8-Noon,Sat,May,160,-9,0
159,UA,847,IAD,4-8pm,Sat,May,68,-7,0
160,UA,403,DEN,4-8am,Sun,May,281,-4,0
161,UA,405,DEN,8-Noon,Sun,May,257,-6,0
162,UA,409,DEN,4-8pm,Sun,May,279,-7,0
163,UA,511,ORD,8-Noon,Sun,May,144,-11,0
164,UA,669,ORD,4-8am,Sun,May,160,-16,0
165,UA,673,ORD,8-Noon,Sun,May,148,-6,0
166,UA,677,ORD,8-Noon,Sun,May,163,-7,0
167,UA,679,ORD,Noon-4pm,Sun,May,160,-10,0
168,UA,681,ORD,Noon-4pm,Sun,May,160,-5,0
169,UA,683,ORD,Noon-4pm,Sun,May,160,-6,0
170,UA,685,ORD,Noon-4pm,Sun,May,160,21,0
171,UA,687,ORD,4-8pm,Sun,May,160,-5,0
172,UA,689,ORD,4-8pm,Sun,May,160,-10,0
173,UA,691,ORD,4-8pm,Sun,May,160,2,0
174,UA,693,ORD,4-8pm,Sun,May,160,20,0
175,UA,745,DEN,Noon-4pm,Sun,May,277,-9,0
176,UA,847,IAD,4-8pm,Sun,May,92,24,0
177,UA,403,DEN,4-8am,Mon,May,281,-4,0
178,UA,405,DEN,8-Noon,Mon,May,277,-6,0
179,UA,409,DEN,4-8pm,Mon,May,279,1,0
180,UA,511,ORD,8-Noon,Mon,May,158,-2,0
181,UA,667,ORD,4-8am,Mon,May,143,-3,0
182,UA,669,ORD,4-8am,Mon,May,150,-5,0
183,UA,673,ORD,8-Noon,Mon,May,158,-1,0
184,UA,677,ORD,8-Noon,Mon,May,160,2,0
185,UA,679,ORD,Noon-4pm,Mon,May,160,-7,0
186,UA,681,ORD,Noon-4pm,Mon,May,160,-9,0
187,UA,683,ORD,Noon-4pm,Mon,May,163,-5,0
188,UA,685,ORD,Noon-4pm,Mon,May,160,62,1
189,UA,687,ORD,4-8pm,Mon,May,160,-11,0
190,UA,689,ORD,4-8pm,Mon,May,160,-10,0
191,UA,691,ORD,4-8pm,Mon,May,160,9,0
192,UA,693,ORD,4-8pm,Mon,May,160,21,0
193,UA,695,ORD,8-Mid,Mon,May,160,0,0
194,UA,745,DEN,Noon-4pm,Mon,May,277,-9,0
195,UA,835,ORD,8-Noon,Mon,May,160,-11,0
196,UA,847,IAD,4-8pm,Mon,May,92,-4,0
197,UA,403,DEN,4-8am,Tue,May,281,-1,0
198,UA,405,DEN,8-Noon,Tue,May,277,-6,0
199,UA,409,DEN,4-8pm,Tue,May,279,1,0
200,UA,511,ORD,8-Noon,Tue,May,158,-5,0
201,UA,667,ORD,4-8am,Tue,May,143,-7,0
202,UA,669,ORD,4-8am,Tue,May,150,-9,0
203,UA,673,ORD,8-Noon,Tue,May,158,-4,0
204,UA,679,ORD,Noon-4pm,Tue,May,160,-7,0
205,UA,681,ORD,Noon-4pm,Tue,May,160,-6,0
206,UA,683,ORD,Noon-4pm,Tue,May,163,-1,0
207,UA,685,ORD,Noon-4pm,Tue,May,160,-8,0
208,UA,689,ORD,4-8pm,Tue,May,160,-3,0
209,UA,691,ORD,4-8pm,Tue,May,160,-9,0
210,UA,693,ORD,4-8pm,Tue,May,160,-3,0
211,UA,695,ORD,8-Mid,Tue,May,160,-6,0
212,UA,745,DEN,Noon-4pm,Tue,May,277,-9,0
213,UA,835,ORD,8-Noon,Tue,May,160,-6,0
214,UA,847,IAD,4-8pm,Tue,May,92,-7,0
215,UA,403,DEN,4-8am,Wed,May,281,-5,0
216,UA,405,DEN,8-Noon,Wed,May,277,13,0
217,UA,409,DEN,4-8pm,Wed,May,279,1,0
218,UA,511,ORD,8-Noon,Wed,May,158,-7,0
219,UA,667,ORD,4-8am,Wed,May,143,-9,0
220,UA,669,ORD,4-8am,Wed,May,150,-9,0
221,UA,673,ORD,8-Noon,Wed,May,158,-8,0
222,UA,677,ORD,8-Noon,Wed,May,160,29,0
223,UA,679,ORD,Noon-4pm,Wed,May,160,-10,0
224,UA,681,ORD,Noon-4pm,Wed,May,160,-5,0
225,UA,683,ORD,Noon-4pm,Wed,May,163,-7,0
226,UA,685,ORD,Noon-4pm,Wed,May,160,0,0
227,UA,687,ORD,4-8pm,Wed,May,160,24,0
228,UA,689,ORD,4-8pm,Wed,May,160,37,1
229,UA,691,ORD,4-8pm,Wed,May,160,20,0
230,UA,693,ORD,4-8pm,Wed,May,160,28,0
231,UA,695,ORD,8-Mid,Wed,May,160,-1,0
232,UA,745,DEN,Noon-4pm,Wed,May,277,-5,0
233,UA,835,ORD,8-Noon,Wed,May,160,0,0
234,UA,847,IAD,4-8pm,Wed,May,92,9,0
235,UA,403,DEN,4-8am,Thu,May,281,-3,0
236,UA,405,DEN,8-Noon,Thu,May,277,-1,0
237,UA,409,DEN,4-8pm,Thu,May,279,7,0
238,UA,511,ORD,8-Noon,Thu,May,158,0,0
239,UA,667,ORD,4-8am,Thu,May,143,0,0
240,UA,669,ORD,4-8am,Thu,May,150,-5,0
241,UA,673,ORD,8-Noon,Thu,May,158,20,0
242,UA,677,ORD,8-Noon,Thu,May,160,-1,0
243,UA,679,ORD,Noon-4pm,Thu,May,160,45,1
244,UA,681,ORD,Noon-4pm,Thu,May,160,28,0
245,UA,683,ORD,Noon-4pm,Thu,May,163,69,1
246,UA,685,ORD,Noon-4pm,Thu,May,160,100,1
247,UA,687,ORD,4-8pm,Thu,May,160,0,0
248,UA,689,ORD,4-8pm,Thu,May,160,132,1
249,UA,691,ORD,4-8pm,Thu,May,160,83,1
250,UA,693,ORD,4-8pm,Thu,May,160,118,1
251,UA,695,ORD,8-Mid,Thu,May,160,90,1
252,UA,745,DEN,Noon-4pm,Thu,May,277,138,1
253,UA,835,ORD,8-Noon,Thu,May,160,-6,0
254,UA,847,IAD,4-8pm,Thu,May,92,85,1
255,UA,403,DEN,4-8am,Fri,May,281,2,0
256,UA,405,DEN,8-Noon,Fri,May,277,76,1
257,UA,409,DEN,4-8pm,Fri,May,279,15,0
258,UA,511,ORD,8-Noon,Fri,May,158,-4,0
259,UA,667,ORD,4-8am,Fri,May,143,-2,0
260,UA,669,ORD,4-8am,Fri,May,150,-2,0
261,UA,673,ORD,8-Noon,Fri,May,158,24,0
262,UA,677,ORD,8-Noon,Fri,May,160,17,0
263,UA,679,ORD,Noon-4pm,Fri,May,160,125,1
264,UA,681,ORD,Noon-4pm,Fri,May,160,45,1
265,UA,683,ORD,Noon-4pm,Fri,May,163,0,0
266,UA,685,ORD,Noon-4pm,Fri,May,160,83,1
267,UA,687,ORD,4-8pm,Fri,May,160,0,0
268,UA,689,ORD,4-8pm,Fri,May,160,100,1
269,UA,691,ORD,4-8pm,Fri,May,160,80,1
270,UA,693,ORD,4-8pm,Fri,May,160,91,1
271,UA,695,ORD,8-Mid,Fri,May,160,20,0
272,UA,745,DEN,Noon-4pm,Fri,May,277,63,1
273,UA,835,ORD,8-Noon,Fri,May,160,-6,0
274,UA,847,IAD,4-8pm,Fri,May,92,21,0
275,UA,403,DEN,4-8am,Sat,May,280,3,0
276,UA,405,DEN,8-Noon,Sat,May,274,0,0
277,UA,511,ORD,8-Noon,Sat,May,158,0,0
278,UA,669,ORD,4-8am,Sat,May,160,-5,0
279,UA,677,ORD,8-Noon,Sat,May,160,-2,0
280,UA,681,ORD,Noon-4pm,Sat,May,160,19,0
281,UA,683,ORD,Noon-4pm,Sat,May,151,2,0
282,UA,689,ORD,4-8pm,Sat,May,160,-3,0
283,UA,745,DEN,Noon-4pm,Sat,May,259,-1,0
284,UA,835,ORD,8-Noon,Sat,May,160,-5,0
285,UA,847,IAD,4-8pm,Sat,May,68,4,0
286,UA,403,DEN,4-8am,Sun,May,281,-1,0
287,UA,405,DEN,8-Noon,Sun,May,257,7,0
288,UA,409,DEN,4-8pm,Sun,May,279,-2,0
289,UA,511,ORD,8-Noon,Sun,May,144,-7,0
290,UA,669,ORD,4-8am,Sun,May,160,-3,0
291,UA,673,ORD,8-Noon,Sun,May,148,-4,0
292,UA,677,ORD,8-Noon,Sun,May,163,-8,0
293,UA,679,ORD,Noon-4pm,Sun,May,160,-8,0
294,UA,681,ORD,Noon-4pm,Sun,May,160,-7,0
295,UA,683,ORD,Noon-4pm,Sun,May,160,-6,0
296,UA,685,ORD,Noon-4pm,Sun,May,160,-7,0
297,UA,687,ORD,4-8pm,Sun,May,160,-9,0
298,UA,689,ORD,4-8pm,Sun,May,160,-2,0
299,UA,691,ORD,4-8pm,Sun,May,160,-10,0
300,UA,693,ORD,4-8pm,Sun,May,160,25,0
301,UA,745,DEN,Noon-4pm,Sun,May,277,-9,0
302,UA,847,IAD,4-8pm,Sun,May,92,-1,0
303,UA,403,DEN,4-8am,Mon,May,281,2,0
304,UA,405,DEN,8-Noon,Mon,May,277,-3,0
305,UA,409,DEN,4-8pm,Mon,May,279,-3,0
306,UA,511,ORD,8-Noon,Mon,May,158,-6,0
307,UA,667,ORD,4-8am,Mon,May,143,-3,0
308,UA,669,ORD,4-8am,Mon,May,150,-2,0
309,UA,673,ORD,8-Noon,Mon,May,158,-5,0
310,UA,677,ORD,8-Noon,Mon,May,160,-6,0
311,UA,679,ORD,Noon-4pm,Mon,May,160,-4,0
312,UA,681,ORD,Noon-4pm,Mon,May,160,-8,0
313,UA,683,ORD,Noon-4pm,Mon,May,163,0,0
314,UA,685,ORD,Noon-4pm,Mon,May,160,18,0
315,UA,687,ORD,4-8pm,Mon,May,160,-6,0
316,UA,689,ORD,4-8pm,Mon,May,163,14,0
317,UA,693,ORD,4-8pm,Mon,May,160,-7,0
318,UA,695,ORD,8-Mid,Mon,May,160,185,1
319,UA,745,DEN,Noon-4pm,Mon,May,277,-8,0
320,UA,835,ORD,8-Noon,Mon,May,160,0,0
321,UA,847,IAD,4-8pm,Mon,May,92,-6,0
322,UA,403,DEN,4-8am,Tue,May,281,-2,0
323,UA,405,DEN,8-Noon,Tue,May,277,-8,0
324,UA,409,DEN,4-8pm,Tue,May,279,2,0
325,UA,511,ORD,8-Noon,Tue,May,158,105,1
326,UA,667,ORD,4-8am,Tue,May,143,1,0
327,UA,669,ORD,4-8am,Tue,May,150,138,1
328,UA,673,ORD,8-Noon,Tue,May,158,-5,0
329,UA,679,ORD,Noon-4pm,Tue,May,160,-6,0
330,UA,681,ORD,Noon-4pm,Tue,May,160,-4,0
331,UA,683,ORD,Noon-4pm,Tue,May,163,-2,0
332,UA,685,ORD,Noon-4pm,Tue,May,160,-8,0
333,UA,689,ORD,4-8pm,Tue,May,160,-7,0
334,UA,691,ORD,4-8pm,Tue,May,160,-5,0
335,UA,693,ORD,4-8pm,Tue,May,160,-2,0
336,UA,695,ORD,8-Mid,Tue,May,160,5,0
337,UA,745,DEN,Noon-4pm,Tue,May,277,-4,0
338,UA,835,ORD,8-Noon,Tue,May,160,9,0
339,UA,847,IAD,4-8pm,Tue,May,92,-7,0
340,UA,403,DEN,4-8am,Wed,May,281,1,0
341,UA,405,DEN,8-Noon,Wed,May,277,-5,0
342,UA,409,DEN,4-8pm,Wed,May,279,-4,0
343,UA,511,ORD,8-Noon,Wed,May,158,-6,0
344,UA,667,ORD,4-8am,Wed,May,143,-7,0
345,UA,669,ORD,4-8am,Wed,May,150,3,0
346,UA,673,ORD,8-Noon,Wed,May,158,-11,0
347,UA,677,ORD,8-Noon,Wed,May,160,-8,0
348,UA,679,ORD,Noon-4pm,Wed,May,160,-5,0
349,UA,681,ORD,Noon-4pm,Wed,May,160,0,0
350,UA,683,ORD,Noon-4pm,Wed,May,163,-3,0
351,UA,685,ORD,Noon-4pm,Wed,May,160,-6,0
352,UA,687,ORD,4-8pm,Wed,May,160,-5,0
353,UA,689,ORD,4-8pm,Wed,May,160,-2,0
354,UA,691,ORD,4-8pm,Wed,May,160,-5,0
355,UA,693,ORD,4-8pm,Wed,May,160,-2,0
356,UA,695,ORD,8-Mid,Wed,May,160,-8,0
357,UA,745,DEN,Noon-4pm,Wed,May,277,-1,0
358,UA,835,ORD,8-Noon,Wed,May,160,-8,0
359,UA,847,IAD,4-8pm,Wed,May,92,10,0
360,UA,403,DEN,4-8am,Thu,May,281,-3,0
361,UA,405,DEN,8-Noon,Thu,May,277,-9,0
362,UA,409,DEN,4-8pm,Thu,May,279,-2,0
363,UA,511,ORD,8-Noon,Thu,May,158,14,0
364,UA,667,ORD,4-8am,Thu,May,143,-6,0
365,UA,669,ORD,4-8am,Thu,May,150,-4,0
366,UA,673,ORD,8-Noon,Thu,May,158,0,0
367,UA,677,ORD,8-Noon,Thu,May,160,-4,0
368,UA,679,ORD,Noon-4pm,Thu,May,160,-5,0
369,UA,681,ORD,Noon-4pm,Thu,May,160,4,0
370,UA,683,ORD,Noon-4pm,Thu,May,163,-7,0
371,UA,685,ORD,Noon-4pm,Thu,May,160,-8,0
372,UA,687,ORD,4-8pm,Thu,May,160,-6,0
373,UA,689,ORD,4-8pm,Thu,May,160,8,0
374,UA,691,ORD,4-8pm,Thu,May,160,-8,0
375,UA,693,ORD,4-8pm,Thu,May,160,-1,0
376,UA,695,ORD,8-Mid,Thu,May,160,-5,0
377,UA,745,DEN,Noon-4pm,Thu,May,277,-7,0
378,UA,835,ORD,8-Noon,Thu,May,160,-10,0
379,UA,847,IAD,4-8pm,Thu,May,92,17,0
380,UA,403,DEN,4-8am,Fri,May,281,0,0
381,UA,405,DEN,8-Noon,Fri,May,277,1,0
382,UA,409,DEN,4-8pm,Fri,May,279,-1,0
383,UA,511,ORD,8-Noon,Fri,May,158,0,0
384,UA,667,ORD,4-8am,Fri,May,143,-4,0
385,UA,669,ORD,4-8am,Fri,May,150,-1,0
386,UA,673,ORD,8-Noon,Fri,May,158,-7,0
387,UA,677,ORD,8-Noon,Fri,May,160,-2,0
388,UA,679,ORD,Noon-4pm,Fri,May,160,-6,0
389,UA,681,ORD,Noon-4pm,Fri,May,160,105,1
390,UA,683,ORD,Noon-4pm,Fri,May,163,0,0
391,UA,685,ORD,Noon-4pm,Fri,May,160,-4,0
392,UA,687,ORD,4-8pm,Fri,May,160,-5,0
393,UA,689,ORD,4-8pm,Fri,May,160,7,0
394,UA,691,ORD,4-8pm,Fri,May,160,0,0
395,UA,693,ORD,4-8pm,Fri,May,160,-7,0
396,UA,695,ORD,8-Mid,Fri,May,160,0,0
397,UA,745,DEN,Noon-4pm,Fri,May,277,-2,0
398,UA,835,ORD,8-Noon,Fri,May,160,-2,0
399,UA,847,IAD,4-8pm,Fri,May,92,11,0
400,UA,403,DEN,4-8am,Sat,May,280,-5,0
401,UA,405,DEN,8-Noon,Sat,May,274,5,0
402,UA,511,ORD,8-Noon,Sat,May,158,240,1
403,UA,561,ORD,Noon-4pm,Sat,May,160,-4,0
404,UA,673,ORD,8-Noon,Sat,May,160,18,0
405,UA,677,ORD,8-Noon,Sat,May,160,5,0
406,UA,681,ORD,Noon-4pm,Sat,May,160,-3,0
407,UA,683,ORD,Noon-4pm,Sat,May,151,-6,0
408,UA,689,ORD,4-8pm,Sat,May,160,-11,0
409,UA,745,DEN,Noon-4pm,Sat,May,277,-11,0
410,UA,835,ORD,4-8am,Sat,May,160,-3,0
411,UA,403,DEN,4-8am,Sun,May,284,-6,0
412,UA,405,DEN,8-Noon,Sun,May,277,-3,0
413,UA,669,ORD,4-8am,Sun,May,160,-4,0
414,UA,679,ORD,Noon-4pm,Sun,May,160,-5,0
415,UA,683,ORD,Noon-4pm,Sun,May,160,-8,0
416,UA,689,ORD,4-8pm,Sun,May,160,2,0
417,UA,745,DEN,Noon-4pm,Sun,May,277,0,0
418,UA,999,ORD,8-Noon,Sun,May,160,-2,0
419,UA,403,DEN,4-8am,Mon,May,281,-8,0
420,UA,405,DEN,8-Noon,Mon,May,274,-6,0
421,UA,409,DEN,4-8pm,Mon,May,279,64,1
422,UA,511,ORD,8-Noon,Mon,May,160,-2,0
423,UA,667,ORD,4-8am,Mon,May,143,-6,0
424,UA,669,ORD,4-8am,Mon,May,150,-4,0
425,UA,673,ORD,8-Noon,Mon,May,158,0,0
426,UA,677,ORD,8-Noon,Mon,May,158,-3,0
427,UA,679,ORD,Noon-4pm,Mon,May,160,-5,0
428,UA,681,ORD,Noon-4pm,Mon,May,160,-7,0
429,UA,683,ORD,Noon-4pm,Mon,May,163,-7,0
430,UA,685,ORD,Noon-4pm,Mon,May,160,-7,0
431,UA,687,ORD,4-8pm,Mon,May,160,-12,0
432,UA,689,ORD,4-8pm,Mon,May,160,-2,0
433,UA,691,ORD,4-8pm,Mon,May,160,-2,0
434,UA,693,ORD,4-8pm,Mon,May,160,17,0
435,UA,695,ORD,8-Mid,Mon,May,160,56,1
436,UA,745,DEN,Noon-4pm,Mon,May,277,36,1
437,UA,847,IAD,4-8pm,Mon,May,92,2,0
438,UA,403,DEN,4-8am,Tue,May,281,-5,0
439,UA,405,DEN,8-Noon,Tue,May,277,-7,0
440,UA,409,DEN,4-8pm,Tue,May,279,5,0
441,UA,511,ORD,8-Noon,Tue,May,158,0,0
442,UA,667,ORD,4-8am,Tue,May,143,-2,0
443,UA,669,ORD,4-8am,Tue,May,150,-8,0
444,UA,673,ORD,8-Noon,Tue,May,158,2,0
445,UA,677,ORD,8-Noon,Tue,May,160,-8,0
446,UA,679,ORD,Noon-4pm,Tue,May,160,-8,0
447,UA,681,ORD,Noon-4pm,Tue,May,160,3,0
448,UA,683,ORD,Noon-4pm,Tue,May,163,51,1
449,UA,685,ORD,Noon-4pm,Tue,May,160,0,0
450,UA,689,ORD,4-8pm,Tue,May,160,29,0
451,UA,691,ORD,4-8pm,Tue,May,160,1,0
452,UA,693,ORD,4-8pm,Tue,May,160,0,0
453,UA,695,ORD,8-Mid,Tue,May,160,31,1
454,UA,745,DEN,Noon-4pm,Tue,May,277,27,0
455,UA,835,ORD,8-Noon,Tue,May,160,-9,0
456,UA,847,IAD,4-8pm,Tue,May,92,22,0
457,UA,403,DEN,4-8am,Wed,May,281,-6,0
458,UA,405,DEN,8-Noon,Wed,May,277,2,0
459,UA,409,DEN,4-8pm,Wed,May,279,17,0
460,UA,511,ORD,8-Noon,Wed,May,158,-2,0
461,UA,667,ORD,4-8am,Wed,May,143,-8,0
462,UA,669,ORD,4-8am,Wed,May,150,-5,0
463,UA,673,ORD,8-Noon,Wed,May,158,53,1
464,UA,677,ORD,8-Noon,Wed,May,160,6,0
465,UA,679,ORD,Noon-4pm,Wed,May,160,36,1
466,UA,681,ORD,Noon-4pm,Wed,May,160,18,0
467,UA,683,ORD,Noon-4pm,Wed,May,163,0,0
